id_goal,goal_minute,penalty?,own_goal?,id_match,player_name
goal1,38,FALSE,FALSE,match1,Roger Martí
goal2,54,FALSE,FALSE,match1,José Luis Morales Nogales
goal3,95,FALSE,FALSE,match1,José Luis Morales Nogales
goal4,64,FALSE,FALSE,match3,Lionel Messi
goal5,92,FALSE,FALSE,match3,Lionel Messi
goal6,83,FALSE,FALSE,match3,Philippe Coutinho
goal7,51,FALSE,TRUE,match4,David López Silva
goal8,45,FALSE,FALSE,match4,Mario Hermoso
goal9,16,FALSE,FALSE,match5,Gerard Moreno
goal10,40,FALSE,FALSE,match5,Willian José
goal11,71,FALSE,FALSE,match5,Juan Miguel Jiménez
goal12,69,FALSE,FALSE,match6,Gonzalo Escalante
goal13,5,FALSE,FALSE,match6,Álex Gallar
goal14,40,FALSE,FALSE,match6,Álex Gallar
goal15,20,FALSE,FALSE,match7,Dani Carvajal
goal16,51,FALSE,FALSE,match7,Gareth Bale
goal17,85,TRUE,FALSE,match8,Adrián Embarba
goal18,15,FALSE,FALSE,match8,Franco Vázquez
goal19,31,FALSE,FALSE,match8,André Silva
goal20,46,FALSE,FALSE,match8,André Silva
goal21,79,FALSE,FALSE,match8,André Silva
goal22,27,FALSE,FALSE,match9,Peru Nolaskoain
goal23,93,FALSE,FALSE,match9,Iker Muniain
goal24,33,FALSE,FALSE,match9,Jonathan Silva
goal25,56,FALSE,FALSE,match10,Rodrigo Moreno Machado
goal26,26,FALSE,FALSE,match10,Ángel Correa
goal27,18,FALSE,FALSE,match11,Ángel Rodríguez
goal28,90,FALSE,FALSE,match11,Jorge Molina Vidal
goal29,54,FALSE,FALSE,match12,Nabil El Zhar
goal30,88,FALSE,FALSE,match12,Nabil El Zhar
goal31,11,FALSE,FALSE,match12,David Zurutuza
goal32,17,FALSE,FALSE,match12,Asier Illarramendi
goal33,63,FALSE,FALSE,match14,Antoine Griezmann
goal34,57,FALSE,FALSE,match15,Ousmane Dembélé
goal35,62,FALSE,FALSE,match16,Esteban Granero
goal36,68,FALSE,FALSE,match16,Borja Iglesias
goal37,16,FALSE,FALSE,match17,Borja García Freire
goal38,39,TRUE,FALSE,match17,Sergio Ramos
goal39,52,TRUE,FALSE,match17,Karim Benzema
goal40,80,FALSE,FALSE,match17,Karim Benzema
goal41,59,FALSE,FALSE,match17,Gareth Bale
goal42,47,FALSE,FALSE,match19,Markel Susaeta
goal43,63,FALSE,FALSE,match19,Yuri Berchiche
goal44,71,FALSE,FALSE,match19,Jorge Miramón
goal45,87,FALSE,FALSE,match19,Ezequiel Chimy Ávila
goal46,78,TRUE,FALSE,match20,José Luis Morales Nogales
goal47,10,FALSE,FALSE,match20,Pione Sisto
goal48,35,FALSE,FALSE,match20,Maxi Gómez
goal49,26,FALSE,FALSE,match21,Marc Cardona
goal50,91,FALSE,FALSE,match21,Charles Días Barbosa
goal51,15,TRUE,FALSE,match21,Willian José
goal52,54,FALSE,FALSE,match23,Cristhian Stuani
goal53,46,FALSE,FALSE,match24,Maxi Gómez
goal54,52,FALSE,FALSE,match24,Iago Aspas
goal55,17,FALSE,FALSE,match25,Gareth Bale
goal56,48,FALSE,FALSE,match25,Karim Benzema
goal57,61,FALSE,FALSE,match25,Karim Benzema
goal58,66,TRUE,FALSE,match25,Sergio Ramos
goal59,24,TRUE,FALSE,match25,Guido Carrillo
goal60,57,FALSE,FALSE,match26,Borja Bastón
goal61,59,FALSE,FALSE,match26,Rubén Sobrino
goal62,42,TRUE,FALSE,match26,Léo Baptistão
goal63,16,FALSE,FALSE,match27,Lionel Messi
goal64,61,FALSE,FALSE,match27,Lionel Messi
goal65,24,FALSE,TRUE,match27,Jorge Pulido
goal66,39,FALSE,FALSE,match27,Luis Suárez
goal67,93,TRUE,FALSE,match27,Luis Suárez
goal68,48,FALSE,FALSE,match27,Ousmane Dembélé
goal69,52,FALSE,FALSE,match27,Ivan Rakitic
goal70,81,FALSE,FALSE,match27,Jordi Alba
goal71,3,FALSE,FALSE,match27,Juan Camilo Hernández Suárez
goal72,42,FALSE,FALSE,match27,Álex Gallar
goal73,80,FALSE,FALSE,match28,Joaquín Sánchez
goal74,13,FALSE,FALSE,match29,Roger Martí
goal75,33,FALSE,FALSE,match29,Roger Martí
goal76,16,FALSE,FALSE,match29,Denís Chéryshev
goal77,52,TRUE,FALSE,match29,Daniel Parejo
goal78,29,FALSE,FALSE,match30,Giannelli Imbula
goal79,32,FALSE,FALSE,match31,Iker Muniain
goal80,63,FALSE,FALSE,match31,Isco
goal81,94,FALSE,FALSE,match32,Borja Garcés Moreno
goal82,87,FALSE,FALSE,match32,Sergi Enrich
goal83,12,FALSE,FALSE,match33,Aritz Elustondo
goal84,63,FALSE,FALSE,match33,Luis Suárez
goal85,66,FALSE,FALSE,match33,Ousmane Dembélé
goal86,52,FALSE,FALSE,match35,Sergio García de la Fuente
goal87,65,FALSE,FALSE,match36,Carlos Bacca
goal88,3,FALSE,FALSE,match37,Ángel Rodríguez
goal89,38,FALSE,FALSE,match37,Ángel Rodríguez
goal90,93,FALSE,FALSE,match38,Ibai Gómez
goal91,22,FALSE,FALSE,match39,Cristhian Stuani
goal92,56,FALSE,FALSE,match39,Cristhian Stuani
goal93,37,FALSE,FALSE,match39,Pedro Alcalá Guirado
goal94,34,FALSE,FALSE,match39,Iago Aspas
goal95,87,FALSE,FALSE,match39,Sofiane Boufal
goal96,64,FALSE,FALSE,match40,Mikel Merino
goal97,5,FALSE,FALSE,match41,Iago Aspas
goal98,54,FALSE,FALSE,match41,Iago Aspas
goal99,9,FALSE,FALSE,match41,Maxi Gómez
goal100,39,FALSE,FALSE,match41,Óscar Plano
goal101,65,FALSE,FALSE,match41,Enes Ünal
goal102,94,FALSE,FALSE,match41,Leonardo Suárez
goal103,52,FALSE,FALSE,match42,Kike García
goal104,14,FALSE,FALSE,match43,Thomas Lemar
goal105,60,FALSE,FALSE,match43,Thomas Lemar
goal106,41,FALSE,FALSE,match44,Marco Asensio
goal107,30,FALSE,FALSE,match45,Raúl de Tomás
goal108,8,FALSE,FALSE,match45,Ximo Navarro
goal109,34,FALSE,FALSE,match45,Ibai Gómez
goal110,77,FALSE,FALSE,match45,Ibai Gómez
goal111,56,FALSE,FALSE,match45,Jonathan Calleri
goal112,95,FALSE,FALSE,match45,Burgui
goal113,19,FALSE,FALSE,match46,Lionel Messi
goal114,63,FALSE,FALSE,match46,Gerard Piqué
goal115,45,FALSE,FALSE,match46,Cristhian Stuani
goal116,51,FALSE,FALSE,match46,Cristhian Stuani
goal117,51,FALSE,FALSE,match47,Marc Bartra
goal118,68,FALSE,FALSE,match47,Sergio Canales
goal119,7,FALSE,FALSE,match47,Iñaki Williams
goal120,18,FALSE,FALSE,match47,Raúl García Escudero
goal121,12,FALSE,FALSE,match48,Roger Martí
goal122,90,FALSE,FALSE,match48,Moses Simon
goal123,11,FALSE,FALSE,match48,Wissam Ben Yedder
goal124,35,FALSE,FALSE,match48,Wissam Ben Yedder
goal125,45,FALSE,FALSE,match48,Wissam Ben Yedder
goal126,21,FALSE,FALSE,match48,Daniel Carriço
goal127,49,FALSE,FALSE,match48,André Silva
goal128,59,FALSE,FALSE,match48,Pablo Sarabia
goal129,16,FALSE,FALSE,match50,Antoine Griezmann
goal130,29,FALSE,FALSE,match50,Yakubu Partey
goal131,33,FALSE,FALSE,match50,Koke Resurrección
goal132,68,FALSE,FALSE,match51,Mario Hermoso
goal133,5,FALSE,FALSE,match52,Jon Bautista
goal134,78,FALSE,FALSE,match52,Willian José
goal135,31,FALSE,FALSE,match52,Luis Advíncula
goal136,36,TRUE,FALSE,match52,Óscar Trejo
goal137,65,FALSE,FALSE,match53,Pablo Fornals
goal138,80,FALSE,FALSE,match53,Ramiro Funes Mori
goal139,89,FALSE,FALSE,match53,Karl Toko Ekambi
goal140,52,FALSE,FALSE,match54,Nabil El Zhar
goal141,53,FALSE,FALSE,match54,Óscar Rodríguez Arnaiz
goal142,12,FALSE,FALSE,match54,Philippe Coutinho
goal143,17,FALSE,FALSE,match55,André Silva
goal144,21,FALSE,FALSE,match55,André Silva
goal145,39,FALSE,FALSE,match55,Wissam Ben Yedder
goal146,25,FALSE,FALSE,match56,Michy Batshuayi
goal147,82,FALSE,FALSE,match56,Iago Aspas
goal148,93,FALSE,FALSE,match57,Jonathan Calleri
goal149,80,FALSE,FALSE,match57,Amath Ndiaye
goal150,64,FALSE,FALSE,match58,Loren Morón García
goal151,50,FALSE,FALSE,match59,Enes Ünal
goal152,56,FALSE,FALSE,match59,Nacho Martínez García
goal153,47,FALSE,FALSE,match59,Sergio Postigo Redondo
goal154,6,FALSE,FALSE,match60,Raúl de Tomás
goal155,47,TRUE,FALSE,match60,Gaël Kakuta
goal156,19,FALSE,FALSE,match60,Borja Iglesias
goal157,46,FALSE,FALSE,match60,Esteban Granero
goal158,84,FALSE,FALSE,match61,Munir El Haddadi
goal159,41,FALSE,FALSE,match61,Óscar De Marcos
goal160,99,FALSE,FALSE,match62,Joan Jordán
goal161,47,FALSE,FALSE,match62,André Silva
goal162,59,TRUE,FALSE,match62,Éver Banega
goal163,94,FALSE,FALSE,match62,Éver Banega
goal164,36,FALSE,FALSE,match64,Kevin Gameiro
goal165,89,FALSE,FALSE,match65,Loren Morón García
goal166,72,TRUE,FALSE,match66,Gonzalo Melero
goal167,37,TRUE,FALSE,match66,Cristhian Stuani
goal168,19,FALSE,FALSE,match67,Jason Remeseiro
goal169,36,FALSE,FALSE,match67,Antonio García Aranda
goal170,5,FALSE,FALSE,match67,Rubén Sobrino
goal171,53,FALSE,FALSE,match68,Leonardo Suárez
goal172,33,FALSE,FALSE,match69,Maxi Gómez
goal173,78,FALSE,FALSE,match69,Jaime Mata
goal174,32,FALSE,FALSE,match70,Iker Muniain
goal175,30,TRUE,FALSE,match70,Mikel Oyarzabal
goal176,74,TRUE,FALSE,match70,Mikel Oyarzabal
goal177,47,FALSE,FALSE,match70,Luca Sangalli
goal178,95,FALSE,FALSE,match71,Manu García
goal179,60,FALSE,FALSE,match72,Enis Bardhi
goal180,40,FALSE,FALSE,match73,Cristhian Stuani
goal181,42,FALSE,FALSE,match73,Cristhian Stuani
goal182,12,TRUE,FALSE,match73,Charles Días Barbosa
goal183,50,FALSE,FALSE,match73,Anaitz Arbilla Zabala
goal184,72,FALSE,FALSE,match73,Sergi Enrich
goal185,14,FALSE,FALSE,match74,Guido Carrillo
goal186,74,FALSE,FALSE,match75,Ángel Correa
goal187,7,FALSE,FALSE,match76,Hernán Arsenio Pérez
goal188,79,FALSE,FALSE,match76,Sergi Darder
goal189,92,FALSE,FALSE,match76,Pablo Piatti
goal190,45,FALSE,FALSE,match76,Karl Toko Ekambi
goal191,39,FALSE,FALSE,match77,Pablo Sarabia
goal192,61,FALSE,FALSE,match77,Wissam Ben Yedder
goal193,85,FALSE,FALSE,match77,Sofiane Boufal
goal194,2,FALSE,FALSE,match78,Ezequiel Garay
goal195,23,FALSE,FALSE,match78,Lionel Messi
goal196,28,FALSE,FALSE,match79,Rubén Alcaraz
goal197,58,FALSE,FALSE,match80,Tomás Pina
goal198,2,FALSE,FALSE,match81,Philippe Coutinho
goal199,12,FALSE,FALSE,match81,Lionel Messi
goal200,63,TRUE,FALSE,match81,Luis Suárez
goal201,88,FALSE,FALSE,match81,Ivan Rakitic
goal202,79,FALSE,TRUE,match81,Clément Lenglet
goal203,91,FALSE,FALSE,match81,Luis Muriel
goal204,72,FALSE,FALSE,match82,Marcelo Vieira
goal205,6,FALSE,FALSE,match82,José Luis Morales Nogales
goal206,13,TRUE,FALSE,match82,Roger Martí
goal207,85,FALSE,FALSE,match83,José Luis Gayà
goal208,63,TRUE,FALSE,match83,Gerard Gumbau
goal209,65,FALSE,FALSE,match84,Mario Gaspar
goal210,51,FALSE,FALSE,match84,Filipe Luís
goal211,35,FALSE,FALSE,match85,Antonio Jesús Regal Angulo
goal212,17,TRUE,FALSE,match86,Charles Días Barbosa
goal213,21,FALSE,FALSE,match86,Iñaki Williams
goal214,41,FALSE,FALSE,match87,Borja Iglesias
goal215,64,FALSE,FALSE,match87,Borja Iglesias
goal216,74,FALSE,FALSE,match88,Raúl de Tomás
goal217,63,FALSE,FALSE,match88,Dimitri Foulquier
goal218,67,FALSE,TRUE,match88,Sergio Akieme
goal219,23,FALSE,FALSE,match90,José Ángel Pozo
goal220,66,FALSE,FALSE,match90,Iker Muniain
goal221,91,FALSE,FALSE,match91,Daniele Verde
goal222,20,FALSE,FALSE,match91,Borja Iglesias
goal223,45,FALSE,FALSE,match93,Diego Godín
goal224,60,FALSE,FALSE,match93,Filipe Luís
goal225,5,FALSE,FALSE,match94,Iago Aspas
goal226,36,FALSE,FALSE,match94,Iago Aspas
goal227,82,FALSE,FALSE,match94,Iago Aspas
goal228,56,FALSE,FALSE,match94,Brais Méndez
goal229,34,TRUE,FALSE,match95,Portu
goal230,45,FALSE,FALSE,match95,Portu
goal231,61,FALSE,FALSE,match95,Alejandro Gálvez
goal232,14,FALSE,FALSE,match96,Roger Martí
goal233,90,FALSE,FALSE,match96,Rubén Rochina
goal234,51,FALSE,FALSE,match97,Jonathan Calleri
goal235,94,FALSE,FALSE,match97,Borja Bastón
goal236,10,FALSE,FALSE,match97,Gerard Moreno
goal237,11,FALSE,FALSE,match98,Philippe Coutinho
goal238,30,TRUE,FALSE,match98,Luis Suárez
goal239,75,FALSE,FALSE,match98,Luis Suárez
goal240,83,FALSE,FALSE,match98,Luis Suárez
goal241,87,FALSE,FALSE,match98,Arturo Vidal
goal242,50,FALSE,FALSE,match98,Marcelo Vieira
goal243,60,FALSE,FALSE,match99,Jorge Molina Vidal
goal244,62,FALSE,FALSE,match99,Dimitri Foulquier
goal245,65,FALSE,FALSE,match100,Pablo Sarabia
goal246,78,FALSE,FALSE,match100,Pablo Sarabia
goal247,93,FALSE,FALSE,match100,Jorge Pulido
goal248,82,FALSE,FALSE,match101,Guido Carrillo
goal249,69,FALSE,FALSE,match101,Antoine Griezmann
goal250,83,FALSE,FALSE,match102,Vinícius Júnior
goal251,88,TRUE,FALSE,match102,Sergio Ramos
goal252,48,FALSE,FALSE,match103,Pere Pons
goal253,35,FALSE,FALSE,match104,José Ángel Pozo
goal254,57,FALSE,FALSE,match104,Álvaro García Rivera
goal255,10,FALSE,FALSE,match104,Luis Suárez
goal256,90,FALSE,FALSE,match104,Luis Suárez
goal257,87,FALSE,FALSE,match104,Ousmane Dembélé
goal258,33,FALSE,FALSE,match105,Loren Morón García
goal259,57,FALSE,FALSE,match105,Junior Firpo
goal260,87,FALSE,FALSE,match105,Sergio Canales
goal261,63,FALSE,FALSE,match105,Maxi Gómez
goal262,84,FALSE,FALSE,match105,Maxi Gómez
goal263,69,FALSE,FALSE,match105,Brais Méndez
goal264,69,FALSE,FALSE,match106,Joan Jordán
goal265,91,FALSE,FALSE,match106,Papakouli Diop
goal266,4,FALSE,FALSE,match106,Jony Rodríguez
goal267,50,FALSE,FALSE,match107,Xabier Etxeita
goal268,91,FALSE,FALSE,match107,Jorge Molina Vidal
goal269,93,FALSE,FALSE,match109,Alfonso Pedraza
goal270,77,FALSE,TRUE,match109,Ramiro Funes Mori
goal271,41,FALSE,FALSE,match110,Borja Iglesias
goal272,4,FALSE,FALSE,match111,José Manuel Rodríguez Benito
goal273,73,FALSE,FALSE,match111,Theo Hernández
goal274,77,FALSE,FALSE,match111,Juan Miguel Jiménez
goal275,83,FALSE,FALSE,match111,Mikel Oyarzabal
goal276,61,FALSE,FALSE,match112,Yakubu Partey
goal277,80,FALSE,FALSE,match112,Rodri Hernández
goal278,91,FALSE,FALSE,match112,Diego Godín
goal279,36,FALSE,FALSE,match112,Iñaki Williams
goal280,64,FALSE,FALSE,match112,Iñaki Williams
goal281,81,TRUE,FALSE,match113,Daniel Parejo
goal282,41,FALSE,FALSE,match116,Jony Rodríguez
goal283,68,FALSE,FALSE,match116,Rubén Sobrino
goal284,35,FALSE,FALSE,match116,Moi Gómez
goal285,68,TRUE,FALSE,match117,Lionel Messi
goal286,92,FALSE,FALSE,match117,Lionel Messi
goal287,79,FALSE,FALSE,match117,Arturo Vidal
goal288,20,FALSE,FALSE,match117,Junior Firpo
goal289,34,FALSE,FALSE,match117,Joaquín Sánchez
goal290,71,FALSE,FALSE,match117,Giovani Lo Celso
goal291,83,FALSE,FALSE,match117,Sergio Canales
goal292,61,FALSE,FALSE,match118,Hugo Mallo
goal293,94,FALSE,FALSE,match118,Brais Méndez
goal294,23,FALSE,FALSE,match118,Karim Benzema
goal295,56,FALSE,TRUE,match118,Gustavo Cabral
goal296,83,TRUE,FALSE,match118,Sergio Ramos
goal297,91,FALSE,FALSE,match118,Dani Ceballos
goal298,70,FALSE,FALSE,match119,Gabriel Mercado
goal299,89,FALSE,FALSE,match119,Wissam Ben Yedder
goal300,38,FALSE,FALSE,match119,Borja Iglesias
goal301,46,FALSE,FALSE,match120,Raúl de Tomás
goal302,66,FALSE,FALSE,match120,Álvaro García Rivera
goal303,33,FALSE,FALSE,match120,Samuel Chukwueze
goal304,80,FALSE,FALSE,match120,Nicola Sansone
goal305,42,FALSE,FALSE,match121,Youssef En-Nesyri
goal306,90,FALSE,FALSE,match122,Ousmane Dembélé
goal307,16,FALSE,FALSE,match123,Gonzalo Escalante
goal308,52,FALSE,FALSE,match123,Sergi Enrich
goal309,57,FALSE,FALSE,match123,Kike García
goal310,23,FALSE,FALSE,match124,Christian Rivera Hernández
goal311,51,FALSE,FALSE,match124,Xabier Etxeita
goal312,46,FALSE,FALSE,match124,Roger Martí
goal313,74,FALSE,FALSE,match124,Emmanuel Boateng
goal314,35,FALSE,FALSE,match125,Santi Mina
goal315,61,FALSE,FALSE,match125,Santi Mina
goal316,76,FALSE,FALSE,match125,Kevin Gameiro
goal317,67,FALSE,FALSE,match126,Peru Nolaskoain
goal318,77,FALSE,FALSE,match126,Jaime Mata
goal319,74,FALSE,FALSE,match127,Borja Iglesias
goal320,4,FALSE,FALSE,match127,Cristhian Stuani
goal321,6,FALSE,FALSE,match127,Cristhian Stuani
goal322,90,FALSE,FALSE,match127,Seydou Doumbia
goal323,30,FALSE,FALSE,match128,André Silva
goal324,52,FALSE,FALSE,match129,Gerard Moreno
goal325,54,FALSE,FALSE,match129,Samuel Chukwueze
goal326,90,FALSE,FALSE,match129,Giovani Lo Celso
goal327,37,FALSE,FALSE,match130,Mikel Oyarzabal
goal328,47,FALSE,FALSE,match130,David Zurutuza
goal329,82,FALSE,FALSE,match130,Maxi Gómez
goal330,53,FALSE,FALSE,match131,Adrián Embarba
goal331,38,FALSE,FALSE,match132,Iago Aspas
goal332,77,FALSE,FALSE,match132,Iago Aspas
goal333,55,FALSE,FALSE,match133,Jorge Molina Vidal
